instancia,a,b,c,v,N,M,melhor_chi,tempo_melhor,heuristica_vencedora
galaxy_a90_b10_c90_v3.col,90,10,90,3,4319,4229,100,0.011095443,MinGrau
galaxy_a90_b10_c90_v4.col,90,10,90,4,4459,4369,102,0.011984284,MinGrau
galaxy_a90_b10_c90_v5.col,90,10,90,5,4944,4854,104,0.013756277,MinGrau
galaxy_a95_b10_c100_v1.col,95,10,100,1,5439,5344,110,0.016162749,MinGrau
galaxy_a95_b10_c100_v2.col,95,10,100,2,5431,5336,110,0.016404713,MinGrau
galaxy_a95_b10_c100_v3.col,95,10,100,3,5002,4907,106,0.014453631,MinGrau
galaxy_a95_b10_c100_v4.col,95,10,100,4,5209,5114,107,0.015602421,MinGrau
galaxy_a95_b10_c100_v5.col,95,10,100,5,5559,5464,110,0.017089887,MinGrau
galaxy_a95_b10_c20_v1.col,95,10,20,1,1488,1393,105,0.001500395,MinGrau
galaxy_a95_b10_c20_v2.col,95,10,20,2,1511,1416,105,0.001544712,MinGrau
galaxy_a95_b10_c20_v3.col,95,10,20,3,1595,1500,105,0.001695521,MinGrau
galaxy_a95_b10_c20_v4.col,95,10,20,4,1501,1406,105,0.001563061,MinGrau
galaxy_a95_b10_c20_v5.col,95,10,20,5,1503,1408,105,0.001575333,MinGrau
galaxy_a95_b10_c30_v1.col,95,10,30,1,1947,1852,105,0.002378903,MinGrau
galaxy_a95_b10_c30_v2.col,95,10,30,2,1957,1862,105,0.002386065,MinGrau
galaxy_a95_b10_c30_v3.col,95,10,30,3,2069,1974,105,0.00272425,MinGrau
galaxy_a95_b10_c30_v4.col,95,10,30,4,1995,1900,105,0.002425606,MinGrau
galaxy_a95_b10_c30_v5.col,95,10,30,5,1929,1834,105,0.002311092,MinGrau
galaxy_a95_b10_c40_v1.col,95,10,40,1,2588,2493,105,0.004018531,MinGrau
galaxy_a95_b10_c40_v2.col,95,10,40,2,2630,2535,105,0.004173709,MinGrau
galaxy_a95_b10_c40_v3.col,95,10,40,3,2515,2420,105,0.010259507,MinGrau
galaxy_a95_b10_c40_v4.col,95,10,40,4,2684,2589,105,0.004346766,MinGrau
galaxy_a95_b10_c40_v5.col,95,10,40,5,2521,2426,105,0.003878473,MinGrau
galaxy_a95_b10_c50_v1.col,95,10,50,1,3073,2978,106,0.005768298,MinGrau
galaxy_a95_b10_c50_v2.col,95,10,50,2,2904,2809,105,0.004941176,MinGrau
galaxy_a95_b10_c50_v3.col,95,10,50,3,3040,2945,105,0.005442082,MinGrau
galaxy_a95_b10_c50_v4.col,95,10,50,4,2771,2676,105,0.004513599,MinGrau
galaxy_a95_b10_c50_v5.col,95,10,50,5,3102,3007,105,0.005666314,MinGrau
galaxy_a95_b10_c60_v1.col,95,10,60,1,3501,3406,105,0.007200564,MinGrau
galaxy_a95_b10_c60_v2.col,95,10,60,2,3263,3168,105,0.006322501,MinGrau
galaxy_a95_b10_c60_v3.col,95,10,60,3,3480,3385,105,0.006809667,MinGrau
galaxy_a95_b10_c60_v4.col,95,10,60,4,3765,3670,107,0.008152435,MinGrau
galaxy_a95_b10_c60_v5.col,95,10,60,5,3333,3238,105,0.006709597,MinGrau
galaxy_a95_b10_c70_v1.col,95,10,70,1,3744,3649,105,0.007863146,MinGrau
galaxy_a95_b10_c70_v2.col,95,10,70,2,4008,3913,105,0.008973399,MinGrau
galaxy_a95_b10_c70_v3.col,95,10,70,3,3926,3831,105,0.008865693,MinGrau
galaxy_a95_b10_c70_v4.col,95,10,70,4,3820,3725,105,0.008387791,MinGrau
galaxy_a95_b10_c70_v5.col,95,10,70,5,3971,3876,106,0.009185523,MinGrau
galaxy_a95_b10_c80_v1.col,95,10,80,1,4388,4293,105,0.0111919,MinGrau
galaxy_a95_b10_c80_v2.col,95,10,80,2,4608,4513,107,0.012425895,MinGrau
galaxy_a95_b10_c80_v3.col,95,10,80,3,4811,4716,107,0.013294601,MinGrau
galaxy_a95_b10_c80_v4.col,95,10,80,4,4644,4549,108,0.012366585,MinGrau
galaxy_a95_b10_c80_v5.col,95,10,80,5,4220,4125,106,0.010810207,MinGrau
galaxy_a95_b10_c90_v1.col,95,10,90,1,4894,4799,107,0.01354235,MinGrau
galaxy_a95_b10_c90_v2.col,95,10,90,2,4746,4651,106,0.013230726,MinGrau
galaxy_a95_b10_c90_v3.col,95,10,90,3,4911,4816,109,0.013353878,MinGrau
galaxy_a95_b10_c90_v4.col,95,10,90,4,4867,4772,105,0.013921018,MinGrau
galaxy_a95_b10_c90_v5.col,95,10,90,5,4983,4888,107,0.014546723,MinGrau
