instancia,a,b,c,v,N,M,chi_sat,tempo_sat,chi_min,tempo_min,chi_max,tempo_max
galaxy_a75_b10_c100_v1.col,75,10,100,1,4245,4170,4171,0.224795576,101,0.01048113,4171,0.208972681
galaxy_a75_b10_c100_v2.col,75,10,100,2,4277,4202,4203,0.229460699,104,0.010854286,4203,0.209240891
galaxy_a75_b10_c100_v3.col,75,10,100,3,4619,4544,4545,0.267316981,106,0.012667682,4545,0.249165272
galaxy_a75_b10_c100_v4.col,75,10,100,4,4384,4309,4310,0.238842856,103,0.010952266,4310,0.229735679
galaxy_a75_b10_c100_v5.col,75,10,100,5,3799,3724,3725,0.180536908,101,0.008170776,3725,0.16470503
galaxy_a75_b10_c20_v1.col,75,10,20,1,1189,1114,1115,0.015900923,85,0.001091718,1115,0.013686084
galaxy_a75_b10_c20_v2.col,75,10,20,2,1193,1118,1119,0.016097192,85,0.00106415,1119,0.013752846
galaxy_a75_b10_c20_v3.col,75,10,20,3,1166,1091,1092,0.015567455,85,0.001014975,1092,0.013131246
galaxy_a75_b10_c20_v4.col,75,10,20,4,1182,1107,1108,0.015748425,85,0.001065418,1108,0.013533384
galaxy_a75_b10_c20_v5.col,75,10,20,5,1248,1173,1174,0.017720375,85,0.001144442,1174,0.015162682
galaxy_a75_b10_c30_v1.col,75,10,30,1,1513,1438,1439,0.026252656,85,0.001529742,1439,0.022863571
galaxy_a75_b10_c30_v2.col,75,10,30,2,1605,1530,1531,0.029560949,85,0.001704626,1531,0.025841628
galaxy_a75_b10_c30_v3.col,75,10,30,3,1624,1549,1550,0.030436653,85,0.00171639,1550,0.026399608
galaxy_a75_b10_c30_v4.col,75,10,30,4,1572,1497,1498,0.02843088,85,0.001602504,1498,0.024641344
galaxy_a75_b10_c30_v5.col,75,10,30,5,1450,1375,1376,0.024073791,85,0.001439277,1376,0.020821049
galaxy_a75_b10_c40_v1.col,75,10,40,1,1975,1900,1901,0.04554374,86,0.002411362,1901,0.039893785
galaxy_a75_b10_c40_v2.col,75,10,40,2,1946,1871,1872,0.043920011,85,0.002376924,1872,0.038777794
galaxy_a75_b10_c40_v3.col,75,10,40,3,2112,2037,2038,0.052173501,86,0.00283073,2038,0.045619389
galaxy_a75_b10_c40_v4.col,75,10,40,4,1921,1846,1847,0.042936717,85,0.002438844,1847,0.037840744
galaxy_a75_b10_c40_v5.col,75,10,40,5,1867,1792,1793,0.040457444,85,0.002174186,1793,0.035394172
galaxy_a75_b10_c50_v1.col,75,10,50,1,2373,2298,2299,0.067135389,85,0.003504545,2299,0.060139829
galaxy_a75_b10_c50_v2.col,75,10,50,2,2354,2279,2280,0.066621792,85,0.003507725,2280,0.058593164
galaxy_a75_b10_c50_v3.col,75,10,50,3,2310,2235,2236,0.063390608,85,0.003318173,2236,0.056255489
galaxy_a75_b10_c50_v4.col,75,10,50,4,2363,2288,2289,0.06642877,85,0.003505528,2289,0.058988357
galaxy_a75_b10_c50_v5.col,75,10,50,5,2198,2123,2124,0.05698841,85,0.002995997,2124,0.050835244
galaxy_a75_b10_c60_v1.col,75,10,60,1,2853,2778,2779,0.101602917,87,0.004946816,2779,0.097911084
galaxy_a75_b10_c60_v2.col,75,10,60,2,2777,2702,2703,0.095621397,86,0.004590896,2703,0.085938648
galaxy_a75_b10_c60_v3.col,75,10,60,3,2802,2727,2728,0.097642569,88,0.004719431,2728,0.087716912
galaxy_a75_b10_c60_v4.col,75,10,60,4,2724,2649,2650,0.091028266,85,0.004458635,2650,0.081035145
galaxy_a75_b10_c60_v5.col,75,10,60,5,2744,2669,2670,0.092649724,88,0.004484235,2670,0.083006792
galaxy_a75_b10_c70_v1.col,75,10,70,1,2975,2900,2901,0.109823207,86,0.011599536,2901,0.098373468
galaxy_a75_b10_c70_v2.col,75,10,70,2,2935,2860,2861,0.106610442,85,0.005217418,2861,0.095696338
galaxy_a75_b10_c70_v3.col,75,10,70,3,2939,2864,2865,0.107026303,86,0.005397494,2865,0.096848647
galaxy_a75_b10_c70_v4.col,75,10,70,4,3264,3189,3190,0.132660401,89,0.006478656,3190,0.120889231
galaxy_a75_b10_c70_v5.col,75,10,70,5,3012,2937,2938,0.112312881,85,0.011898837,2938,0.102580711
galaxy_a75_b10_c80_v1.col,75,10,80,1,3322,3247,3248,0.137197724,87,0.006560689,3248,0.125147377
galaxy_a75_b10_c80_v2.col,75,10,80,2,3626,3551,3552,0.164897137,90,0.0077785,3552,0.151207096
galaxy_a75_b10_c80_v3.col,75,10,80,3,3207,3132,3133,0.127752946,85,0.006178403,3133,0.115028839
galaxy_a75_b10_c80_v4.col,75,10,80,4,3392,3317,3318,0.1414504,87,0.006739004,3318,0.136862159
galaxy_a75_b10_c80_v5.col,75,10,80,5,3250,3175,3176,0.131794266,86,0.006315239,3176,0.119250523
galaxy_a75_b10_c90_v1.col,75,10,90,1,3649,3574,3575,0.166595844,93,0.008099534,3575,0.152402321
galaxy_a75_b10_c90_v2.col,75,10,90,2,3997,3922,3923,0.200533287,94,0.009248113,3923,0.185434054
galaxy_a75_b10_c90_v3.col,75,10,90,3,3764,3689,3690,0.174947168,93,0.008274406,3690,0.163782568
galaxy_a75_b10_c90_v4.col,75,10,90,4,3980,3905,3906,0.195984515,94,0.009065704,3906,0.181378567
galaxy_a75_b10_c90_v5.col,75,10,90,5,3663,3588,3589,0.167859825,96,0.007770862,3589,0.152474771
galaxy_a80_b10_c100_v1.col,80,10,100,1,4353,4273,4274,0.237090595,101,0.011630911,4274,0.22066062
galaxy_a80_b10_c100_v2.col,80,10,100,2,4195,4115,4116,0.22085062,101,0.010799827,4116,0.20419822
galaxy_a80_b10_c100_v3.col,80,10,100,3,4813,4733,4734,0.295131021,107,0.013526804,4734,0.272146556
galaxy_a80_b10_c100_v4.col,80,10,100,4,4467,4387,4388,0.2477492,107,0.012028211,4388,0.231913678
galaxy_a80_b10_c100_v5.col,80,10,100,5,4435,4355,4356,0.245499064,101,0.011681505,4356,0.227913438
galaxy_a80_b10_c20_v1.col,80,10,20,1,1292,1212,1213,0.018809769,90,0.001203445,1213,0.016081794
galaxy_a80_b10_c20_v2.col,80,10,20,2,1289,1209,1210,0.018846385,90,0.001187244,1210,0.016148834
galaxy_a80_b10_c20_v3.col,80,10,20,3,1271,1191,1192,0.018239704,90,0.001183361,1192,0.015704708
galaxy_a80_b10_c20_v4.col,80,10,20,4,1267,1187,1188,0.018124477,90,0.001167753,1188,0.015508763
galaxy_a80_b10_c20_v5.col,80,10,20,5,1301,1221,1222,0.019164561,90,0.001220859,1222,0.016581953
galaxy_a80_b10_c30_v1.col,80,10,30,1,1644,1564,1565,0.031004282,90,0.001732143,1565,0.026928199
galaxy_a80_b10_c30_v2.col,80,10,30,2,1613,1533,1534,0.029830671,90,0.001761558,1534,0.025989784
galaxy_a80_b10_c30_v3.col,80,10,30,3,1784,1704,1705,0.037258613,91,0.002041652,1705,0.032130796
galaxy_a80_b10_c30_v4.col,80,10,30,4,1721,1641,1642,0.034154693,90,0.001977383,1642,0.029749167
galaxy_a80_b10_c30_v5.col,80,10,30,5,1559,1479,1480,0.027814711,90,0.001636697,1480,0.024177506
galaxy_a80_b10_c40_v1.col,80,10,40,1,1982,1902,1903,0.045755926,90,0.002501063,1903,0.040091519
galaxy_a80_b10_c40_v2.col,80,10,40,2,2032,1952,1953,0.048688192,90,0.00249959,1953,0.042468498
galaxy_a80_b10_c40_v3.col,80,10,40,3,2174,2094,2095,0.05537256,90,0.003131841,2095,0.049551336
galaxy_a80_b10_c40_v4.col,80,10,40,4,1996,1916,1917,0.046435693,90,0.002442718,1917,0.040597337
galaxy_a80_b10_c40_v5.col,80,10,40,5,2127,2047,2048,0.05287534,90,0.002860665,2048,0.046774839
galaxy_a80_b10_c50_v1.col,80,10,50,1,2440,2360,2361,0.071209124,90,0.003536957,2361,0.06295128
galaxy_a80_b10_c50_v2.col,80,10,50,2,2445,2365,2366,0.071363672,90,0.003568717,2366,0.063264064
galaxy_a80_b10_c50_v3.col,80,10,50,3,2337,2257,2258,0.064641852,90,0.003406343,2258,0.057364142
galaxy_a80_b10_c50_v4.col,80,10,50,4,2431,2351,2352,0.070612586,90,0.003658659,2352,0.06287155
galaxy_a80_b10_c50_v5.col,80,10,50,5,2502,2422,2423,0.07526438,90,0.003838543,2423,0.073581445
galaxy_a80_b10_c60_v1.col,80,10,60,1,2804,2724,2725,0.097437055,91,0.004697637,2725,0.087630793
galaxy_a80_b10_c60_v2.col,80,10,60,2,2969,2889,2890,0.109570698,92,0.005275407,2890,0.099243859
galaxy_a80_b10_c60_v3.col,80,10,60,3,2898,2818,2819,0.104268274,90,0.004970545,2819,0.094002922
galaxy_a80_b10_c60_v4.col,80,10,60,4,2744,2664,2665,0.093254709,90,0.00448055,2665,0.082915606
galaxy_a80_b10_c60_v5.col,80,10,60,5,2754,2674,2675,0.093141122,90,0.004597984,2675,0.083699416
galaxy_a80_b10_c70_v1.col,80,10,70,1,3150,3070,3071,0.123039988,92,0.005828347,3071,0.112259235
galaxy_a80_b10_c70_v2.col,80,10,70,2,3222,3142,3143,0.128574995,90,0.006045308,3143,0.117339949
galaxy_a80_b10_c70_v3.col,80,10,70,3,3477,3397,3398,0.150792417,91,0.007053393,3398,0.137557657
galaxy_a80_b10_c70_v4.col,80,10,70,4,3070,2990,2991,0.117132765,91,0.005744115,2991,0.111780729
galaxy_a80_b10_c70_v5.col,80,10,70,5,2993,2913,2914,0.111350924,90,0.005446114,2914,0.100753293
galaxy_a80_b10_c80_v1.col,80,10,80,1,3477,3397,3398,0.150594066,90,0.007108628,3398,0.136802715
galaxy_a80_b10_c80_v2.col,80,10,80,2,3883,3803,3804,0.192703886,95,0.008998649,3804,0.172230261
galaxy_a80_b10_c80_v3.col,80,10,80,3,3614,3534,3535,0.160776863,91,0.007540062,3535,0.146986889
galaxy_a80_b10_c80_v4.col,80,10,80,4,3783,3703,3704,0.179456932,93,0.008151509,3704,0.163971651
galaxy_a80_b10_c80_v5.col,80,10,80,5,3664,3584,3585,0.167441276,90,0.007734724,3585,0.153731891
galaxy_a80_b10_c90_v1.col,80,10,90,1,3822,3742,3743,0.182968745,93,0.008487586,3743,0.166574514
galaxy_a80_b10_c90_v2.col,80,10,90,2,4144,4064,4065,0.214783138,95,0.00991926,4065,0.197762096
galaxy_a80_b10_c90_v3.col,80,10,90,3,3855,3775,3776,0.186190441,92,0.008524404,3776,0.171917406
galaxy_a80_b10_c90_v4.col,80,10,90,4,4135,4055,4056,0.213135852,95,0.016472451,4056,0.19695635
galaxy_a80_b10_c90_v5.col,80,10,90,5,4120,4040,4041,0.214755777,94,0.009920477,4041,0.196237057
galaxy_a85_b10_c100_v1.col,85,10,100,1,5319,5234,5235,0.3602734,109,0.016098765,5235,0.33806051
galaxy_a85_b10_c100_v2.col,85,10,100,2,4538,4453,4454,0.255295512,104,0.011958703,4454,0.236815658
galaxy_a85_b10_c100_v3.col,85,10,100,3,4667,4582,4583,0.274859332,103,0.012528221,4583,0.253047328
galaxy_a85_b10_c100_v4.col,85,10,100,4,4702,4617,4618,0.279818434,104,0.013034744,4618,0.258969474
galaxy_a85_b10_c100_v5.col,85,10,100,5,4660,4575,4576,0.273441311,101,0.012497587,4576,0.253735414
galaxy_a85_b10_c20_v1.col,85,10,20,1,1379,1294,1295,0.021507667,95,0.00132091,1295,0.018470012
galaxy_a85_b10_c20_v2.col,85,10,20,2,1357,1272,1273,0.020837444,95,0.001295137,1273,0.017871731
galaxy_a85_b10_c20_v3.col,85,10,20,3,1361,1276,1277,0.021112477,95,0.001303747,1277,0.018037419
galaxy_a85_b10_c20_v4.col,85,10,20,4,1337,1252,1253,0.02012387,95,0.001306496,1253,0.017259329
galaxy_a85_b10_c20_v5.col,85,10,20,5,1394,1309,1310,0.022009626,95,0.00135819,1310,0.019111341
galaxy_a85_b10_c30_v1.col,85,10,30,1,1764,1679,1680,0.035801341,95,0.001977212,1680,0.031171701
galaxy_a85_b10_c30_v2.col,85,10,30,2,1725,1640,1641,0.034014662,95,0.001942119,1641,0.0294958
galaxy_a85_b10_c30_v3.col,85,10,30,3,1875,1790,1791,0.040762261,95,0.002281091,1791,0.035467565
galaxy_a85_b10_c30_v4.col,85,10,30,4,1957,1872,1873,0.044594721,96,0.002386512,1873,0.039034037
galaxy_a85_b10_c30_v5.col,85,10,30,5,1839,1754,1755,0.039002782,95,0.002131851,1755,0.034064812
galaxy_a85_b10_c40_v1.col,85,10,40,1,2298,2213,2214,0.062352587,95,0.003356834,2214,0.055253919
galaxy_a85_b10_c40_v2.col,85,10,40,2,2170,2085,2086,0.055123489,95,0.003062825,2086,0.04863938
galaxy_a85_b10_c40_v3.col,85,10,40,3,2263,2178,2179,0.061186749,95,0.003133506,2179,0.053312185
galaxy_a85_b10_c40_v4.col,85,10,40,4,2141,2056,2057,0.05372727,95,0.002874136,2057,0.047193756
galaxy_a85_b10_c40_v5.col,85,10,40,5,2206,2121,2122,0.057236485,95,0.003070894,2122,0.050453239
galaxy_a85_b10_c50_v1.col,85,10,50,1,2827,2742,2743,0.09897561,96,0.004774258,2743,0.089273141
galaxy_a85_b10_c50_v2.col,85,10,50,2,2631,2546,2547,0.08402616,95,0.00405454,2547,0.07531233
galaxy_a85_b10_c50_v3.col,85,10,50,3,2606,2521,2522,0.082364647,95,0.004143998,2522,0.07351557
galaxy_a85_b10_c50_v4.col,85,10,50,4,2537,2452,2453,0.077595719,95,0.003985947,2453,0.069170874
galaxy_a85_b10_c50_v5.col,85,10,50,5,2640,2555,2556,0.084910876,95,0.004160077,2556,0.075891583
galaxy_a85_b10_c60_v1.col,85,10,60,1,3001,2916,2917,0.111648862,95,0.005521378,2917,0.107376342
galaxy_a85_b10_c60_v2.col,85,10,60,2,2822,2737,2738,0.098890401,95,0.004888829,2738,0.088687788
galaxy_a85_b10_c60_v3.col,85,10,60,3,3082,2997,2998,0.117958641,95,0.005706615,2998,0.10667787
galaxy_a85_b10_c60_v4.col,85,10,60,4,2732,2647,2648,0.091682043,95,0.004468926,2648,0.082239868
galaxy_a85_b10_c60_v5.col,85,10,60,5,3145,3060,3061,0.12257102,96,0.005864192,3061,0.111057975
galaxy_a85_b10_c70_v1.col,85,10,70,1,3352,3267,3268,0.138759782,95,0.006438439,3268,0.12625789
galaxy_a85_b10_c70_v2.col,85,10,70,2,3701,3616,3617,0.17095893,96,0.008027812,3617,0.156451522
galaxy_a85_b10_c70_v3.col,85,10,70,3,3462,3377,3378,0.148700495,95,0.007107525,3378,0.136012969
galaxy_a85_b10_c70_v4.col,85,10,70,4,3255,3170,3171,0.130745567,95,0.00618286,3171,0.117664485
galaxy_a85_b10_c70_v5.col,85,10,70,5,3369,3284,3285,0.142619847,95,0.006638296,3285,0.128114612
galaxy_a85_b10_c80_v1.col,85,10,80,1,3938,3853,3854,0.194385715,97,0.008971774,3854,0.178157402
galaxy_a85_b10_c80_v2.col,85,10,80,2,3701,3616,3617,0.171253696,95,0.014175478,3617,0.15566066
galaxy_a85_b10_c80_v3.col,85,10,80,3,3980,3895,3896,0.195534826,95,0.00892705,3896,0.183112834
galaxy_a85_b10_c80_v4.col,85,10,80,4,3527,3442,3443,0.15416446,95,0.007026105,3443,0.139171671
galaxy_a85_b10_c80_v5.col,85,10,80,5,3854,3769,3770,0.184480043,97,0.008363827,3770,0.167298446
galaxy_a85_b10_c90_v1.col,85,10,90,1,4342,4257,4258,0.234529416,96,0.011253314,4258,0.215773193
galaxy_a85_b10_c90_v2.col,85,10,90,2,4351,4266,4267,0.235945529,96,0.011294664,4267,0.217104462
galaxy_a85_b10_c90_v3.col,85,10,90,3,4332,4247,4248,0.235600082,102,0.011429052,4248,0.220417048
galaxy_a85_b10_c90_v4.col,85,10,90,4,4144,4059,4060,0.21244599,96,0.009860071,4060,0.197592866
galaxy_a85_b10_c90_v5.col,85,10,90,5,4502,4417,4418,0.258964695,102,0.011650112,4418,0.234657492
galaxy_a90_b10_c100_v1.col,90,10,100,1,5144,5054,5055,0.334807327,108,0.015091023,5055,0.313830095
galaxy_a90_b10_c100_v2.col,90,10,100,2,5124,5034,5035,0.328199713,105,0.015271451,5035,0.314212803
galaxy_a90_b10_c100_v3.col,90,10,100,3,4991,4901,4902,0.313318569,108,0.014288564,4902,0.287388411
galaxy_a90_b10_c100_v4.col,90,10,100,4,5440,5350,5351,0.372662159,112,0.016417798,5351,0.345639926
galaxy_a90_b10_c100_v5.col,90,10,100,5,4867,4777,4778,0.294887041,103,0.013956428,4778,0.278691816
galaxy_a90_b10_c20_v1.col,90,10,20,1,1466,1376,1377,0.024553921,100,0.001512613,1377,0.020880653
galaxy_a90_b10_c20_v2.col,90,10,20,2,1437,1347,1348,0.023362771,100,0.001450351,1348,0.020189336
galaxy_a90_b10_c20_v3.col,90,10,20,3,1406,1316,1317,0.022322587,100,0.001412937,1317,0.019148342
galaxy_a90_b10_c20_v4.col,90,10,20,4,1456,1366,1367,0.023957722,100,0.001443518,1367,0.020574911
galaxy_a90_b10_c20_v5.col,90,10,20,5,1404,1314,1315,0.022236663,100,0.001417571,1315,0.019144297
galaxy_a90_b10_c30_v1.col,90,10,30,1,1929,1839,1840,0.043101203,100,0.00231445,1840,0.037579325
galaxy_a90_b10_c30_v2.col,90,10,30,2,1819,1729,1730,0.037917038,100,0.002114424,1730,0.03303167
galaxy_a90_b10_c30_v3.col,90,10,30,3,1878,1788,1789,0.04047615,100,0.00225543,1789,0.034899385
galaxy_a90_b10_c30_v4.col,90,10,30,4,1855,1765,1766,0.039592986,100,0.002181581,1766,0.034598883
galaxy_a90_b10_c30_v5.col,90,10,30,5,1780,1690,1691,0.03638688,100,0.002009771,1691,0.031608275
galaxy_a90_b10_c40_v1.col,90,10,40,1,2516,2426,2427,0.075793122,100,0.003760095,2427,0.068110983
galaxy_a90_b10_c40_v2.col,90,10,40,2,2374,2284,2285,0.06633762,100,0.00345903,2285,0.059181779
galaxy_a90_b10_c40_v3.col,90,10,40,3,2356,2266,2267,0.065548871,100,0.003520248,2267,0.058126772
galaxy_a90_b10_c40_v4.col,90,10,40,4,2422,2332,2333,0.069830534,100,0.003653886,2333,0.061766134
galaxy_a90_b10_c40_v5.col,90,10,40,5,2460,2370,2371,0.072186551,100,0.003693135,2371,0.064041216
galaxy_a90_b10_c50_v1.col,90,10,50,1,2972,2882,2883,0.109146261,100,0.005220508,2883,0.098393086
galaxy_a90_b10_c50_v2.col,90,10,50,2,2839,2749,2750,0.099441279,100,0.00473887,2750,0.089661155
galaxy_a90_b10_c50_v3.col,90,10,50,3,2795,2705,2706,0.097058887,100,0.004634272,2706,0.085671971
galaxy_a90_b10_c50_v4.col,90,10,50,4,2718,2628,2629,0.090020572,100,0.004369862,2629,0.080476757
galaxy_a90_b10_c50_v5.col,90,10,50,5,2730,2640,2641,0.091133727,100,0.004456327,2641,0.081509285
galaxy_a90_b10_c60_v1.col,90,10,60,1,3107,3017,3018,0.119311075,102,0.005692825,3018,0.108306906
galaxy_a90_b10_c60_v2.col,90,10,60,2,3206,3116,3117,0.127229636,100,0.006053365,3117,0.114756793
galaxy_a90_b10_c60_v3.col,90,10,60,3,3170,3080,3081,0.124975155,100,0.005959658,3081,0.119567214
galaxy_a90_b10_c60_v4.col,90,10,60,4,3167,3077,3078,0.12455611,100,0.005867526,3078,0.11301932
galaxy_a90_b10_c60_v5.col,90,10,60,5,3204,3114,3115,0.127323158,100,0.006251483,3115,0.116230707
galaxy_a90_b10_c70_v1.col,90,10,70,1,3796,3706,3707,0.17780704,100,0.008336351,3707,0.163166945
galaxy_a90_b10_c70_v2.col,90,10,70,2,3563,3473,3474,0.156197406,100,0.007350258,3474,0.141655725
galaxy_a90_b10_c70_v3.col,90,10,70,3,3862,3772,3773,0.185810421,100,0.008573148,3773,0.169615277
galaxy_a90_b10_c70_v4.col,90,10,70,4,3744,3654,3655,0.175534808,100,0.008024067,3655,0.158961973
galaxy_a90_b10_c70_v5.col,90,10,70,5,3778,3688,3689,0.177024649,100,0.008331249,3689,0.163192218
galaxy_a90_b10_c80_v1.col,90,10,80,1,3939,3849,3850,0.192398287,100,0.008816027,3850,0.174593287
galaxy_a90_b10_c80_v2.col,90,10,80,2,4010,3920,3921,0.198975705,100,0.009298779,3921,0.184822577
galaxy_a90_b10_c80_v3.col,90,10,80,3,4075,3985,3986,0.207773481,100,0.015697342,3986,0.189687956
galaxy_a90_b10_c80_v4.col,90,10,80,4,4343,4253,4254,0.234962463,103,0.011267176,4254,0.216908909
galaxy_a90_b10_c80_v5.col,90,10,80,5,4114,4024,4025,0.211424884,101,0.009833168,4025,0.196229726
galaxy_a90_b10_c90_v1.col,90,10,90,1,4650,4560,4561,0.270608246,101,0.012568252,4561,0.251451435
galaxy_a90_b10_c90_v2.col,90,10,90,2,4555,4465,4466,0.26026629,102,0.01208891,4466,0.241639709
galaxy_a90_b10_c90_v3.col,90,10,90,3,4319,4229,4230,0.235758278,100,0.011095443,4230,0.215991965
galaxy_a90_b10_c90_v4.col,90,10,90,4,4459,4369,4370,0.249651926,102,0.011984284,4370,0.231832053
galaxy_a90_b10_c90_v5.col,90,10,90,5,4944,4854,4855,0.30591961,104,0.013756277,4855,0.285103126
galaxy_a95_b10_c100_v1.col,95,10,100,1,5439,5344,5345,0.380531502,110,0.016162749,5345,0.350025944
galaxy_a95_b10_c100_v2.col,95,10,100,2,5431,5336,5337,0.378241742,110,0.016404713,5337,0.348000911
galaxy_a95_b10_c100_v3.col,95,10,100,3,5002,4907,4908,0.313200678,106,0.014453631,4908,0.295796907
galaxy_a95_b10_c100_v4.col,95,10,100,4,5209,5114,5115,0.341333172,107,0.015602421,5115,0.321981639
galaxy_a95_b10_c100_v5.col,95,10,100,5,5559,5464,5465,0.391491644,110,0.017089887,5465,0.362130842
galaxy_a95_b10_c20_v1.col,95,10,20,1,1488,1393,1394,0.02500632,105,0.001500395,1394,0.02111284
galaxy_a95_b10_c20_v2.col,95,10,20,2,1511,1416,1417,0.025808749,105,0.001544712,1417,0.022200573
galaxy_a95_b10_c20_v3.col,95,10,20,3,1595,1500,1501,0.029005107,105,0.001695521,1501,0.02488943
galaxy_a95_b10_c20_v4.col,95,10,20,4,1501,1406,1407,0.025491001,105,0.001563061,1407,0.021882751
galaxy_a95_b10_c20_v5.col,95,10,20,5,1503,1408,1409,0.025526748,105,0.001575333,1409,0.021958671
galaxy_a95_b10_c30_v1.col,95,10,30,1,1947,1852,1853,0.043959538,105,0.002378903,1853,0.038496639
galaxy_a95_b10_c30_v2.col,95,10,30,2,1957,1862,1863,0.044132868,105,0.002386065,1863,0.038477747
galaxy_a95_b10_c30_v3.col,95,10,30,3,2069,1974,1975,0.049600938,105,0.00272425,1975,0.043606864
galaxy_a95_b10_c30_v4.col,95,10,30,4,1995,1900,1901,0.046010212,105,0.002425606,1901,0.040310707
galaxy_a95_b10_c30_v5.col,95,10,30,5,1929,1834,1835,0.042901491,105,0.002311092,1835,0.037265814
galaxy_a95_b10_c40_v1.col,95,10,40,1,2588,2493,2494,0.08071916,105,0.004018531,2494,0.071852417
galaxy_a95_b10_c40_v2.col,95,10,40,2,2630,2535,2536,0.083688543,105,0.004173709,2536,0.0744939
galaxy_a95_b10_c40_v3.col,95,10,40,3,2515,2420,2421,0.075517642,105,0.010259507,2421,0.067098276
galaxy_a95_b10_c40_v4.col,95,10,40,4,2684,2589,2590,0.087596729,105,0.004346766,2590,0.07815375
galaxy_a95_b10_c40_v5.col,95,10,40,5,2521,2426,2427,0.075998077,105,0.003878473,2427,0.067553982
galaxy_a95_b10_c50_v1.col,95,10,50,1,3073,2978,2979,0.117299369,106,0.005768298,2979,0.105398703
galaxy_a95_b10_c50_v2.col,95,10,50,2,2904,2809,2810,0.104546786,105,0.004941176,2810,0.093287316
galaxy_a95_b10_c50_v3.col,95,10,50,3,3040,2945,2946,0.113866981,105,0.005442082,2946,0.102897225
galaxy_a95_b10_c50_v4.col,95,10,50,4,2771,2676,2677,0.093876836,105,0.004513599,2677,0.082935314
galaxy_a95_b10_c50_v5.col,95,10,50,5,3102,3007,3008,0.119361791,105,0.005666314,3008,0.107837689
galaxy_a95_b10_c60_v1.col,95,10,60,1,3501,3406,3407,0.152452085,105,0.007200564,3407,0.139713683
galaxy_a95_b10_c60_v2.col,95,10,60,2,3263,3168,3169,0.132163581,105,0.006322501,3169,0.119945996
galaxy_a95_b10_c60_v3.col,95,10,60,3,3480,3385,3386,0.150159182,105,0.006809667,3386,0.136300196
galaxy_a95_b10_c60_v4.col,95,10,60,4,3765,3670,3671,0.176625917,107,0.008152435,3671,0.159224955
galaxy_a95_b10_c60_v5.col,95,10,60,5,3333,3238,3239,0.137634969,105,0.006709597,3239,0.125623847
galaxy_a95_b10_c70_v1.col,95,10,70,1,3744,3649,3650,0.173206612,105,0.007863146,3650,0.159683963
galaxy_a95_b10_c70_v2.col,95,10,70,2,4008,3913,3914,0.20020528,105,0.008973399,3914,0.183728153
galaxy_a95_b10_c70_v3.col,95,10,70,3,3926,3831,3832,0.192892853,105,0.008865693,3832,0.178120963
galaxy_a95_b10_c70_v4.col,95,10,70,4,3820,3725,3726,0.1813813,105,0.008387791,3726,0.165649052
galaxy_a95_b10_c70_v5.col,95,10,70,5,3971,3876,3877,0.195078985,106,0.009185523,3877,0.180403272
galaxy_a95_b10_c80_v1.col,95,10,80,1,4388,4293,4294,0.239446629,105,0.0111919,4294,0.223961773
galaxy_a95_b10_c80_v2.col,95,10,80,2,4608,4513,4514,0.266019727,107,0.012425895,4514,0.245861141
galaxy_a95_b10_c80_v3.col,95,10,80,3,4811,4716,4717,0.294768355,107,0.013294601,4717,0.269272203
galaxy_a95_b10_c80_v4.col,95,10,80,4,4644,4549,4550,0.267894532,108,0.012366585,4550,0.24965636
galaxy_a95_b10_c80_v5.col,95,10,80,5,4220,4125,4126,0.222325663,106,0.010810207,4126,0.205648711
galaxy_a95_b10_c90_v1.col,95,10,90,1,4894,4799,4800,0.303024704,107,0.01354235,4800,0.279042602
galaxy_a95_b10_c90_v2.col,95,10,90,2,4746,4651,4652,0.280521872,106,0.013230726,4652,0.265628157
galaxy_a95_b10_c90_v3.col,95,10,90,3,4911,4816,4817,0.30131387,109,0.013353878,4817,0.284412925
galaxy_a95_b10_c90_v4.col,95,10,90,4,4867,4772,4773,0.297728254,105,0.013921018,4773,0.276205687
galaxy_a95_b10_c90_v5.col,95,10,90,5,4983,4888,4889,0.312046498,107,0.014546723,4889,0.290150452
