instancia,a,b,c,v,N,M,mean_chi,se_chi,mean_time,se_time
galaxy_a85_b10_c30_v5.col,85,10,30,5,1839,1754,94.6,0.5099,19.78323,5.8368
galaxy_a85_b10_c40_v1.col,85,10,40,1,2298,2213,99.0,0.8367,30.1429,8.0321
galaxy_a85_b10_c40_v2.col,85,10,40,2,2170,2085,96.6,0.2449,40.03518,9.4998
galaxy_a85_b10_c40_v3.col,85,10,40,3,2263,2178,97.0,0.7071,18.97252,1.7193
galaxy_a85_b10_c40_v4.col,85,10,40,4,2141,2056,95.0,0.4472,27.52004,3.5804
galaxy_a85_b10_c40_v5.col,85,10,40,5,2206,2121,95.6,0.5099,24.97237,5.345
galaxy_a85_b10_c50_v1.col,85,10,50,1,2827,2742,100.8,1.2,42.42912,13.3736
galaxy_a85_b10_c50_v2.col,85,10,50,2,2631,2546,99.6,0.8124,33.25207,5.5237
galaxy_a85_b10_c50_v3.col,85,10,50,3,2606,2521,96.8,0.3742,23.24786,1.4671
galaxy_a85_b10_c50_v4.col,85,10,50,4,2537,2452,96.4,0.5099,34.31983,6.2161
galaxy_a85_b10_c50_v5.col,85,10,50,5,2640,2555,98.6,0.5099,49.94492,7.5099
galaxy_a85_b10_c60_v1.col,85,10,60,1,3001,2916,98.0,1.0488,63.54784,18.5313
galaxy_a85_b10_c60_v2.col,85,10,60,2,2822,2737,100.6,0.6782,54.6706,11.1669
galaxy_a85_b10_c60_v3.col,85,10,60,3,3082,2997,102.6,1.2083,50.09234,3.0146
galaxy_a85_b10_c60_v4.col,85,10,60,4,2732,2647,98.4,0.9274,49.46136,9.1065
galaxy_a85_b10_c60_v5.col,85,10,60,5,3145,3060,104.0,0.7071,44.55062,7.1616
galaxy_a85_b10_c70_v1.col,85,10,70,1,3352,3267,103.0,0.8944,59.67188,10.9596
galaxy_a85_b10_c70_v2.col,85,10,70,2,3701,3616,105.4,1.3638,59.98321,8.7751
galaxy_a85_b10_c70_v3.col,85,10,70,3,3462,3377,104.2,0.5831,137.32091,52.5419
galaxy_a85_b10_c70_v4.col,85,10,70,4,3255,3170,103.2,0.5831,55.11454,12.8816
galaxy_a85_b10_c70_v5.col,85,10,70,5,3369,3284,105.4,0.9274,68.06245,17.225
galaxy_a85_b10_c80_v1.col,85,10,80,1,3938,3853,107.8,0.8602,151.68223,45.8237
galaxy_a85_b10_c80_v2.col,85,10,80,2,3701,3616,104.4,1.4697,92.44414,37.1901
galaxy_a85_b10_c80_v3.col,85,10,80,3,3980,3895,108.8,0.7348,133.26336,28.3286
galaxy_a85_b10_c80_v4.col,85,10,80,4,3527,3442,102.2,0.5831,94.96054,18.9293
galaxy_a85_b10_c80_v5.col,85,10,80,5,3854,3769,107.6,1.8601,58.04542,6.7546
galaxy_a85_b10_c90_v1.col,85,10,90,1,4342,4257,112.6,1.2884,129.25491,24.9422
galaxy_a85_b10_c90_v2.col,85,10,90,2,4351,4266,111.6,0.9274,144.04402,46.6645
galaxy_a85_b10_c90_v3.col,85,10,90,3,4332,4247,115.6,0.9274,137.58122,53.1159
galaxy_a85_b10_c90_v4.col,85,10,90,4,4144,4059,109.6,0.6782,117.94829,39.6644
galaxy_a85_b10_c90_v5.col,85,10,90,5,4502,4417,115.6,1.1225,168.52025,41.1334
galaxy_a90_b10_c100_v1.col,90,10,100,1,5144,5054,123.2,1.4629,155.42043,34.1691
galaxy_a90_b10_c100_v2.col,90,10,100,2,5124,5034,124.6,0.6782,148.25219,28.9143
galaxy_a90_b10_c100_v3.col,90,10,100,3,4991,4901,120.8,0.9165,162.83839,38.5795
galaxy_a90_b10_c100_v4.col,90,10,100,4,5440,5350,130.6,1.6,168.89373,35.0561
galaxy_a90_b10_c100_v5.col,90,10,100,5,4867,4777,122.0,1.0488,121.16384,25.039
galaxy_a90_b10_c20_v1.col,90,10,20,1,1466,1376,98.4,0.5099,10.93882,2.1701
galaxy_a90_b10_c20_v2.col,90,10,20,2,1437,1347,97.0,0.3162,20.51323,5.4838
galaxy_a90_b10_c20_v3.col,90,10,20,3,1406,1316,97.2,0.2,15.85958,4.3688
galaxy_a90_b10_c20_v4.col,90,10,20,4,1456,1366,96.6,0.4,18.82324,5.5432
galaxy_a90_b10_c20_v5.col,90,10,20,5,1404,1314,97.6,0.2449,11.85832,1.4294
galaxy_a90_b10_c30_v1.col,90,10,30,1,1929,1839,100.2,0.3742,15.13603,2.23
galaxy_a90_b10_c30_v2.col,90,10,30,2,1819,1729,98.4,0.2449,38.74828,12.4392
galaxy_a90_b10_c30_v3.col,90,10,30,3,1878,1788,98.6,0.5099,24.82451,2.4143
galaxy_a90_b10_c30_v4.col,90,10,30,4,1855,1765,100.8,0.4899,30.19135,6.6651
galaxy_a90_b10_c30_v5.col,90,10,30,5,1780,1690,98.6,0.5099,36.67663,8.8092
galaxy_a90_b10_c40_v1.col,90,10,40,1,2516,2426,103.2,0.5831,32.67116,8.775
galaxy_a90_b10_c40_v2.col,90,10,40,2,2374,2284,101.2,0.4899,20.76213,2.7568
galaxy_a90_b10_c40_v3.col,90,10,40,3,2356,2266,101.4,0.5099,24.09262,5.4236
galaxy_a90_b10_c40_v4.col,90,10,40,4,2422,2332,101.0,0.5477,35.97263,8.5649
galaxy_a90_b10_c40_v5.col,90,10,40,5,2460,2370,101.8,0.3742,31.69873,6.3297
galaxy_a90_b10_c50_v1.col,90,10,50,1,2972,2882,103.8,0.4899,57.59638,10.8427
galaxy_a90_b10_c50_v2.col,90,10,50,2,2839,2749,102.8,0.6633,45.09566,15.8111
galaxy_a90_b10_c50_v3.col,90,10,50,3,2795,2705,101.8,0.8,36.29705,6.2937
galaxy_a90_b10_c50_v4.col,90,10,50,4,2718,2628,102.8,0.3742,65.44829,17.748
galaxy_a90_b10_c50_v5.col,90,10,50,5,2730,2640,102.6,0.6782,54.20902,11.3246
galaxy_a90_b10_c60_v1.col,90,10,60,1,3107,3017,105.8,0.6633,66.30644,31.4454
galaxy_a90_b10_c60_v2.col,90,10,60,2,3206,3116,104.8,1.1136,68.60394,19.2467
galaxy_a90_b10_c60_v3.col,90,10,60,3,3170,3080,104.0,1.1402,69.39185,18.7257
galaxy_a90_b10_c60_v4.col,90,10,60,4,3167,3077,102.8,0.9695,38.24879,3.699
galaxy_a90_b10_c60_v5.col,90,10,60,5,3204,3114,104.4,0.6,60.01163,4.5571
galaxy_a90_b10_c70_v1.col,90,10,70,1,3796,3706,108.4,1.3266,108.03153,45.8384
galaxy_a90_b10_c70_v2.col,90,10,70,2,3563,3473,108.2,1.6553,91.2962,23.388
galaxy_a90_b10_c70_v3.col,90,10,70,3,3862,3772,110.6,0.9274,70.0775,14.6023
galaxy_a90_b10_c70_v4.col,90,10,70,4,3744,3654,110.0,0.6325,101.51337,19.7248
galaxy_a90_b10_c70_v5.col,90,10,70,5,3778,3688,109.4,0.7483,101.83982,30.9049
galaxy_a90_b10_c80_v1.col,90,10,80,1,3939,3849,111.0,1.4491,153.49009,74.0206
galaxy_a90_b10_c80_v2.col,90,10,80,2,4010,3920,111.2,1.0677,129.19541,24.6812
galaxy_a90_b10_c80_v3.col,90,10,80,3,4075,3985,112.2,1.1576,70.59938,14.0336
galaxy_a90_b10_c80_v4.col,90,10,80,4,4343,4253,117.6,1.4,160.1553,41.1194
galaxy_a90_b10_c80_v5.col,90,10,80,5,4114,4024,112.8,1.6553,109.56455,21.8005
galaxy_a90_b10_c90_v1.col,90,10,90,1,4650,4560,120.2,1.1136,151.87464,40.0982
galaxy_a90_b10_c90_v2.col,90,10,90,2,4555,4465,117.6,2.0149,136.97177,55.3686
galaxy_a90_b10_c90_v3.col,90,10,90,3,4319,4229,114.0,1.1402,124.80513,26.6247
galaxy_a90_b10_c90_v4.col,90,10,90,4,4459,4369,116.4,1.2083,173.36676,11.2381
galaxy_a90_b10_c90_v5.col,90,10,90,5,4944,4854,123.2,1.2806,111.32238,20.276
galaxy_a95_b10_c100_v1.col,95,10,100,1,5439,5344,128.4,1.9391,186.59388,31.2503
galaxy_a95_b10_c100_v2.col,95,10,100,2,5431,5336,129.2,1.3191,151.33647,20.7615
galaxy_a95_b10_c100_v3.col,95,10,100,3,5002,4907,126.0,1.5811,211.78921,64.2313
galaxy_a95_b10_c100_v4.col,95,10,100,4,5209,5114,126.8,0.8602,138.5958,33.218
galaxy_a95_b10_c100_v5.col,95,10,100,5,5559,5464,131.6,1.4353,246.16944,53.7943
galaxy_a95_b10_c20_v1.col,95,10,20,1,1488,1393,102.0,0.4472,11.65788,0.9184
galaxy_a95_b10_c20_v2.col,95,10,20,2,1511,1416,102.4,0.4,20.34655,9.6894
galaxy_a95_b10_c20_v3.col,95,10,20,3,1595,1500,103.2,0.2,12.42683,1.4384
galaxy_a95_b10_c20_v4.col,95,10,20,4,1501,1406,102.2,0.3742,22.93121,12.113
galaxy_a95_b10_c20_v5.col,95,10,20,5,1503,1408,102.8,0.5831,20.62997,10.4492
galaxy_a95_b10_c30_v1.col,95,10,30,1,1947,1852,105.0,0.5477,24.19565,6.2505
galaxy_a95_b10_c30_v2.col,95,10,30,2,1957,1862,105.4,0.4,17.58488,2.3047
galaxy_a95_b10_c30_v3.col,95,10,30,3,2069,1974,104.4,0.4,30.35479,8.6636
galaxy_a95_b10_c30_v4.col,95,10,30,4,1995,1900,104.0,0.8367,21.27743,5.3365
galaxy_a95_b10_c30_v5.col,95,10,30,5,1929,1834,104.0,0.3162,20.31667,4.1769
galaxy_a95_b10_c40_v1.col,95,10,40,1,2588,2493,107.4,0.8124,43.11131,10.1096
galaxy_a95_b10_c40_v2.col,95,10,40,2,2630,2535,108.8,0.4899,27.3683,3.1086
galaxy_a95_b10_c40_v3.col,95,10,40,3,2515,2420,106.6,0.8718,32.82232,14.0323
galaxy_a95_b10_c40_v4.col,95,10,40,4,2684,2589,108.6,0.2449,47.25757,6.7041
galaxy_a95_b10_c40_v5.col,95,10,40,5,2521,2426,107.0,0.8367,20.23349,1.4275
galaxy_a95_b10_c50_v1.col,95,10,50,1,3073,2978,112.0,1.0488,57.03967,12.953
galaxy_a95_b10_c50_v2.col,95,10,50,2,2904,2809,108.0,0.5477,93.07486,24.7263
galaxy_a95_b10_c50_v3.col,95,10,50,3,3040,2945,107.2,0.3742,46.45709,8.0656
galaxy_a95_b10_c50_v4.col,95,10,50,4,2771,2676,107.6,0.7483,29.69668,2.0102
galaxy_a95_b10_c50_v5.col,95,10,50,5,3102,3007,111.6,0.7483,47.48995,8.8567
galaxy_a95_b10_c60_v1.col,95,10,60,1,3501,3406,112.0,0.5477,73.32256,18.2443
galaxy_a95_b10_c60_v2.col,95,10,60,2,3263,3168,109.2,0.9695,78.13906,18.2602
galaxy_a95_b10_c60_v3.col,95,10,60,3,3480,3385,111.2,0.6633,57.28372,10.9436
galaxy_a95_b10_c60_v4.col,95,10,60,4,3765,3670,118.4,0.8718,79.01686,16.7692
galaxy_a95_b10_c60_v5.col,95,10,60,5,3333,3238,108.8,0.4899,43.23605,5.5334
galaxy_a95_b10_c70_v1.col,95,10,70,1,3744,3649,112.0,0.6325,63.42118,6.3175
galaxy_a95_b10_c70_v2.col,95,10,70,2,4008,3913,114.0,1.4142,109.7026,39.9729
galaxy_a95_b10_c70_v3.col,95,10,70,3,3926,3831,115.6,0.9798,86.4239,25.8492
galaxy_a95_b10_c70_v4.col,95,10,70,4,3820,3725,111.6,1.4,112.56386,13.7546
galaxy_a95_b10_c70_v5.col,95,10,70,5,3971,3876,115.0,0.8944,103.86643,14.5227
galaxy_a95_b10_c80_v1.col,95,10,80,1,4388,4293,124.2,2.1307,100.02929,27.2355
galaxy_a95_b10_c80_v2.col,95,10,80,2,4608,4513,121.2,1.8276,152.96435,48.565
galaxy_a95_b10_c80_v3.col,95,10,80,3,4811,4716,120.4,0.5099,223.19548,42.0839
galaxy_a95_b10_c80_v4.col,95,10,80,4,4644,4549,123.6,1.4353,134.50235,19.4825
galaxy_a95_b10_c80_v5.col,95,10,80,5,4220,4125,117.6,0.7483,173.76536,43.6955
galaxy_a95_b10_c90_v1.col,95,10,90,1,4894,4799,123.4,1.6912,182.53397,37.8367
galaxy_a95_b10_c90_v2.col,95,10,90,2,4746,4651,121.8,1.4967,124.61741,22.4006
galaxy_a95_b10_c90_v3.col,95,10,90,3,4911,4816,125.2,0.5831,119.11552,21.2349
galaxy_a95_b10_c90_v4.col,95,10,90,4,4867,4772,120.6,0.2449,136.79717,22.3969
galaxy_a95_b10_c90_v5.col,95,10,90,5,4983,4888,125.8,1.1576,243.44345,72.8648
